movie_id,title,genres,crew,actor_1,actor_2,actor_3,tags
75861,to write love on her arms,"Drama, Music",NathanFrankowski,KatDennings,ChadMichaelMurray,RupertFriend,"The story follows 19-year-old Renee who ha always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery. Drama Music depression biography drug KatDennings ChadMichaelMurray RupertFriend NathanFrankowski"
13551,the dead girl,"Mystery, Drama, Crime, Thriller",KarenMoncrieff,BrittanyMurphy,ToniCollette,RoseByrne,The clue to a young woman's death come together a the life of seemingly unrelated people begin to intersect. Mystery Drama Crime Thriller prostitute fire newspaper independentfilm womandirector BrittanyMurphy ToniCollette RoseByrne KarenMoncrieff
103663,the hunt,Drama,ThomasVinterberg,MadsMikkelsen,AlexandraRapaport,ThomasBoLarsen,"A teacher life a lonely life, all the while struggling over his son’s custody. His life slowly get better a he find love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie. Drama fathersonrelationship denmark lie pedophilia kindergarten father deer child teacher school pedophile divorce hunting MadsMikkelsen AlexandraRapaport ThomasBoLarsen ThomasVinterberg"
850,a christmas story,"Comedy, Family",BobClark,MelindaDillon,DarrenMcGavin,PeterBillingsley,"The comic mishap and adventure of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s. Comedy Family holiday nostalgia youngboy bbgun essay christmastreedealer mallsanta christmas 1940s MelindaDillon DarrenMcGavin PeterBillingsley BobClark"
12586,bella,"Drama, Romance",AlejandroMonteverde,TammyBlanchard,AngélicaAragón,AliLandry,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their life are turned upside down. Drama Romance waitress beach independentfilm soccer girl chancemeeting flashback TammyBlanchard AngélicaAragón AliLandry AlejandroMonteverde"
11564,class of 1984,"Action, Drama, Horror, Crime, Thriller",MarkL.Lester,PerryKing,MerrieLynnRoss,TimVanPatten,"Andy is a new teacher at a inner city high school that is like nothing he ha ever seen before. There is metal detector at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemy and Stegman will stop at nothing to protect his turf and drug dealing business. Action Drama Horror Crime Thriller usa femalenudity detective musicteacher nudity punk highschool vigilante violenceinschools murder independentfilm teacher gang lesbian gangrape juveniledelinquent punkband canuxploitation PerryKing MerrieLynnRoss TimVanPatten MarkL.Lester"
301748,the opposite sex,Comedy,JonathanSilverman JenniferFinnigan,MenaSuvari,EricRoberts,KristinChenoweth,"A Bet's A Bet tell the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meet Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wager with each other where the winner get to decide the fate of the loser. After all, ""A Bet's a Bet!"" Comedy bet divorce gender battleofthesexes lifecompetition MenaSuvari EricRoberts KristinChenoweth JonathanSilverman JenniferFinnigan"
108346,dreaming of joseph lees,"Romance, Drama",EricStyles,RupertGraves,SamanthaMorton,NicholasWoodeson,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love a a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devise a gruesome scheme in order to force her to stay and look after him. Romance Drama lust lovecrime RupertGraves SamanthaMorton NicholasWoodeson EricStyles"
8841,the class,Drama,LaurentCantet,FrançoisBégaudeau,FranckKeïta,EsmeraldaOuertani,Teacher and novelist François Bégaudeau play a version of himself a he negotiates a year with his racially mixed student from a tough Parisian neighborhood. Drama paris sociallydeprivedfamily literature illegalimmigration immigrant education boredom classsociety violenceinschools republicanism diversity teacher school schoollife teachersandstudents FrançoisBégaudeau FranckKeïta EsmeraldaOuertani LaurentCantet
805,rosemary's baby,"Horror, Drama, Mystery",RomanPolanski,MiaFarrow,JohnCassavetes,RuthGordon,A young couple move into an infamous New York apartment building to start a family. Things become frightening a Rosemary begin to suspect her unborn baby isn't safe around their strange neighbors. Horror Drama Mystery anti-christ contemporarysetting laundry occult demonicpossession sataniccult luckycharm womaninjeopardy eatingdisorder catholicpriest MiaFarrow JohnCassavetes RuthGordon RomanPolanski
11697,the man who shot liberty valance,Western,JohnFord,JohnWayne,JamesStewart,VeraMiles,"A senator, who became famous for killing a notorious outlaw, return for the funeral of an old friend and tell the truth about his deed. Western gunslinger showdown funeral legend toshootdead outlaw lawyer pistol rancher stagecoach cowboy JohnWayne JamesStewart VeraMiles JohnFord"
22051,adam,"Drama, Romance",MaxMayer,HughDancy,RoseByrne,PeterGallagher,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth. Drama Romance children'sbook asperger'ssyndrome electricalengineer asperger's HughDancy RoseByrne PeterGallagher MaxMayer"
436,maria full of grace,"Drama, Thriller, Crime",JoshuaMarston,CatalinaSandinoMoreno,GuiliedLopez,YennyPaolaVega,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family. Drama Thriller Crime individual newyork adolescence colombia drugtraffic cocaine drugcrime illegalimmigration maquiladora airplane bravery teacher pregnancy selfesteem CatalinaSandinoMoreno GuiliedLopez YennyPaolaVega JoshuaMarston
55347,beginners,"Drama, Romance, Comedy",MikeMills,EwanMcGregor,ChristopherPlummer,MélanieLaurent,"A young man is rocked by two announcement from his elderly father: that he ha terminal cancer, and that he ha a young male lover. Drama Romance Comedy gay lossofmother secret comingout lossoffather cancer lgbtelderly EwanMcGregor ChristopherPlummer MélanieLaurent MikeMills"
10070,feast,"Action, Comedy, Horror",JohnGulager,BalthazarGetty,HenryRollins,NaviRawat,Patrons locked inside of a bar are forced to fight monsters. Action Comedy Horror monster pub duringcreditsstinger BalthazarGetty HenryRollins NaviRawat JohnGulager
8469,animal house,Comedy,JohnLandis,JohnBelushi,TimMatheson,JohnVernon,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemaker have other plan for him. Comedy sex nudity college fraternity grossoutcomedy dean fraternityhouse probation 1960s collegefreshman anarchiccomedy JohnBelushi TimMatheson JohnVernon JohnLandis"
658,goldfinger,"Adventure, Action, Thriller",GuyHamilton,SeanConnery,HonorBlackman,GertFröbe,"Special agent 007 (Sean Connery) come face to face with one of the most notorious villain of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy. Adventure Action Thriller secretorganization secretintelligenceservice nuclearradiation fortknox astonmartin secretlab kentucky gasattack airplane britishsecretservice duringcreditsstinger SeanConnery HonorBlackman GertFröbe GuyHamilton"
125490,antiviral,"ScienceFiction, Horror",BrandonCronenberg,CalebLandryJones,SarahGadon,MalcolmMcDowell,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life . ScienceFiction Horror injection celebrity satire nearfuture metamorphosis technoir virus bodyhorror CalebLandryJones SarahGadon MalcolmMcDowell BrandonCronenberg"
1585,it's a wonderful life,"Drama, Family, Fantasy",FrankCapra,JamesStewart,DonnaReed,LionelBarrymore,"George Bailey ha spent his entire life giving of himself to the people of Bedford Falls. He ha always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which wa founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter find the misplaced money, hide it from Billy, and George's trouble begin. Drama Family Fantasy holiday angel basedonnovel bank suicideattempt smalltown christmastree greatdepression christmaseve feel-goodending guardianangel christmas JamesStewart DonnaReed LionelBarrymore FrankCapra"
627,trainspotting,"Drama, Crime",DannyBoyle,EwanMcGregor,EwenBremner,JonnyLeeMiller,"Renton, deeply immersed in the Edinburgh drug scene, try to clean up and get out, despite the allure of the drug and influence of friends. Drama Crime londonengland alcohol sex basedonnovel drugaddiction drugdealer nightclub junkie heroin coldturkey modernsociety hallucination friendship surrealism darkcomedy stealing monologue cultfilm recoveringdrugaddict illegaldrugs drugdeal drugrehabilitation drugculture antihero EwanMcGregor EwenBremner JonnyLeeMiller DannyBoyle"
23618,the original kings of comedy,Comedy,SpikeLee,SteveHarvey,D.L.Hughley,CedrictheEntertainer,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routine of stand-up and sitcom vet Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of camera in a packed stadium and onstage (as well a backstage, a they follow the comedians) to catch the vivid immediacy of the show, which is a much about the audience a it is about the jokes. Comedy SteveHarvey D.L.Hughley CedrictheEntertainer SpikeLee"
41436,paranormal activity 2,"Horror, Thriller",TodWilliams,KatieFeatherston,DavidBierend,BrianBoland,"Just a Dan and Kristi welcome a newborn baby into their home, a demonic presence begin terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security camera capture the torment, making every minute horrifyingly real. Horror Thriller ouijaboard haunting demonicpossession foundfootage duringcreditsstinger KatieFeatherston DavidBierend BrianBoland TodWilliams"
10162,waking ned,"Comedy, Romance",KirkJones,IanBannen,DavidKelly,FionnulaFlanagan,"When a lottery winner dy of shock, his fellow townsfolk attempt to claim the money. Comedy Romance falseidentity beguilement lottery village jackpot independentfilm ireland IanBannen DavidKelly FionnulaFlanagan KirkJones"
1430,bowling for columbine,Documentary,MichaelMoore,MichaelMoore,GeorgeH.W.Bush,GeorgeW.Bush,"Why do 11,000 people die in America each year at the hand of gun violence? Talking head yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What set u apart? How have we become both the master and victim of such enormous amount of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tape to the home of Oscar-winning NRA President Charlton Heston, from a young man who make homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence. Documentary usa canada gun homicide toshootdead checksandbalances columbine oklahomacitybombing gunviolence personrunningamok MichaelMoore GeorgeH.W.Bush GeorgeW.Bush MichaelMoore"
259943,coming home,Drama,ZhangYimou,GongLi,ChenDao-Ming,GuoTao,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp a a political prisoner during the Cultural Revolution. He finally return home only to find that his beloved wife no longer remembers him. Drama arrangedmarriage laborcamp GongLi ChenDao-Ming GuoTao ZhangYimou
10014,a nightmare on elm street part 2: freddy's revenge,Horror,JackSholder,RobertEnglund,MarkPatton,KimMyers,"A new family move into the house on Elm Street, and before long, the kid are again having nightmare about deceased child murderer Freddy Krueger. This time, Freddy attempt to posse a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear. Horror gay dancing fire diary nightmare hauntedhouse transformation supernatural highschool party possession premonition spontaneouscombustion bdsm schoolbus disfigurement sleepwalking dream RobertEnglund MarkPatton KimMyers JackSholder"
11257,a room with a view,"Drama, Romance",JamesIvory,MaggieSmith,HelenaBonhamCarter,DenholmElliott,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with room without views, fellow guest Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experience in Tuscany affect her marriage plans? Drama Romance kiss bedandbreakfastplace florence MaggieSmith HelenaBonhamCarter DenholmElliott JamesIvory"
158015,the purge,"ScienceFiction, Horror, Thriller",JamesDeMonaco,LenaHeadey,EthanHawke,MaxBurkholder,"Given the country's overcrowded prisons, the U.S. government begin to allow 12-hour period of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion. ScienceFiction Horror Thriller dystopia barricade homeinvasion constitutionalconvention legalizedmurder socialallegory LenaHeadey EthanHawke MaxBurkholder JamesDeMonaco"
82507,sinister,"Horror, Thriller, Mystery",ScottDerrickson,EthanHawke,JulietRylance,VincentD'Onofrio,"Found footage help a true-crime novelist realize how and why a family wa murdered in his new home, though his discovery put his entire family in the path of a supernatural entity. Horror Thriller Mystery drowning pennsylvania childmurderer carsetonfire murder bagoverhead massacre poweroutage hangedman heldcaptive hanging death attic noopeningcredits super-8 ghostchild filmedkilling crimenovelist EthanHawke JulietRylance VincentD'Onofrio ScottDerrickson"
20337,martin lawrence live: runteldat,Comedy,MartinLawrence DavidRaynr,MartinLawrence,,,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feel ha clouded the public view, commenting on everything from the danger of smoking to the trial of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflection about life. Comedy dailylife scandal growingup divorce MartinLawrence MartinLawrence DavidRaynr"
261,cat on a hot tin roof,"Drama, Romance",RichardBrooks,ElizabethTaylor,PaulNewman,BurlIves,"Brick, an alcoholic ex-football player, drink his day away and resists the affection of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jog a host of memory and revelation for both father and son. Drama Romance individual suicide southernusa adultery mississippi depression jealousy wifehusbandrelationship dyinganddeath alcoholic ElizabethTaylor PaulNewman BurlIves RichardBrooks"
1685,beneath the planet of the apes,"Adventure, ScienceFiction, Mystery",TedPost,JamesFranciscus,KimHunter,MauriceEvans,"Astronaut Brent is sent to rescue Taylor but crash land on the Planet of the Apes, just like Taylor did in the original film. Taylor ha disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of human that fear the Apes' latest military movement and find himself in the middle. Tension mount to a climactic battle between ape and man deep in the bowel of the planet. Adventure ScienceFiction Mystery mutant dystopia survivor astronaut ape science worship JamesFranciscus KimHunter MauriceEvans TedPost"
20737,air bud,"Comedy, Family, Drama",CharlesMartinSmith,KevinZegers,WendyMakkena,MichaelJeter,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm move with his family to the small town of Fernfield, Washington. The new kid in town, Josh ha no friend and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy love basketball...that is playing basketball...and he is GOOD! Josh eventually make the school team and Buddy is named the Team Mascot. Josh and Buddy become the star of halftime. Buddy's half-time talent draw medium attention. Unfortunately, when Buddy's mean former owner, Norm Snively, come along with a scheme to cash in on the pup's celebrity, it look like they are going to be separated. Comedy Family Drama clown goldenretriever dogactor KevinZegers WendyMakkena MichaelJeter CharlesMartinSmith"
10991,pokémon: spell of the unknown,"Adventure, Fantasy, Animation, Action, Family",MichaelHaigney KunihikoYuyama,VeronicaTaylor,RachaelLillis,EricStuart,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly us the Unown to create her own dream world along with Entei, who she belief to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mystery of Molly's Dream World and Entei! Adventure Fantasy Animation Action Family mountain mountainvillage friendship basedontvseries youngboy pokémon bestfriend fighting basedonvideogame pikachu anime VeronicaTaylor RachaelLillis EricStuart MichaelHaigney KunihikoYuyama"
10225,friday the 13th part vi: jason lives,"Horror, Mystery, Thriller",TomMcLoughlin,ThomMathews,JenniferCooke,DavidKagen,"As a child, Tommy killed mass-murderer Jason. But now, year later, he is tormented by the fear that maybe Jason isn’t really dead. Determined to finish off the infamous killer once and for all, Tommy and a friend dig up Jason’s corpse in order to cremate him. Unfortunately, thing go seriously awry, and Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented death that he unwittingly brought about. Horror Mystery Thriller lightning cemetery mask slasher jasonvorhees ThomMathews JenniferCooke DavidKagen TomMcLoughlin"
826,the bridge on the river kwai,"Drama, History, War",DavidLean,WilliamHolden,AlecGuinness,JackHawkins,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officer conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, ha acquired a sense of pride in his creation and try to foil their plans. Drama History War japan resistance japanese river prisonersofwar thailand bridge officer WilliamHolden AlecGuinness JackHawkins DavidLean"
34086,spaced invaders,"Comedy, Family, ScienceFiction",PatrickReadJohnson,ArianaRichards,DouglasBarr,RoyalDano,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues a the Martians try to get taken seriously. Comedy Family ScienceFiction alien martian misunderstanding greedydeveloper ArianaRichards DouglasBarr RoyalDano PatrickReadJohnson"
5854,family plot,"Comedy, Crime, Thriller",AlfredHitchcock,BarbaraHarris,BruceDern,KarenBlack,Lighthearted suspense film about a phony psychic/con artist and her taxi driver/private investigator boyfriend who encounter a pair of serial kidnapper while trailing a missing heir in California. Comedy Crime Thriller fortuneteller kidnapping falseidentity heir spiritualist BarbaraHarris BruceDern KarenBlack AlfredHitchcock
284,the apartment,"Comedy, Drama, Romance",BillyWilder,JackLemmon,ShirleyMacLaine,FredMacMurray,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executive a a place to take their mistresses. Although he often ha to deal with the aftermath of their visits, one night he's left with a major problem to solve. Comedy Drama Romance newyork newyear'seve lovesickness agedifference suicideattempt office flat spaghetti christmasparty winter clerk tennisracket romanticcomedy extramaritalaffair JackLemmon ShirleyMacLaine FredMacMurray BillyWilder"
10285,jason goes to hell: the final friday,"Fantasy, Horror, Thriller",AdamMarcus,KaneHodder,JohnD.LeMay,KariKeegan,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bit by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason ha been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed. Fantasy Horror Thriller malenudity femalenudity waitress camping nudity psychopath sequel murder independentfilm serialkiller diner slasher seriesofmurders violence hockeymask jasonvorhees madman KaneHodder JohnD.LeMay KariKeegan AdamMarcus"
5780,torn curtain,"Mystery, Thriller",AlfredHitchcock,PaulNewman,JulieAndrews,LilaKedrova,An American scientist publicly defect to East Germany a part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West. Mystery Thriller coldwar eastgermany PaulNewman JulieAndrews LilaKedrova AlfredHitchcock
292,dave chappelle's block party,"Comedy, Documentary, Music",MichelGondry,DaveChappelle,ErykahBadu,Common,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s move to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax. Comedy Documentary Music blackpeople hip-hop blockparty megaphone classroom brassband stage DaveChappelle ErykahBadu Common MichelGondry"
223485,slow west,"Romance, Thriller, Western",JohnMaclean,MichaelFassbender,KodiSmit-McPhee,BenMendelsohn,"In the Old West, a 17-year-old Scottish boy team up with a mysterious gunman to find the woman with whom he is infatuated. Romance Thriller Western fire bountyhunter shotgun horsebackriding horse cabin frontier outlaw rifle unrequitedlove deathoffather nativeamerican shootout search pistol deathbyaccident violence ireland drinking pursuit shotthroughawall flamingarrow dreamsequence flashback shotintheheart MichaelFassbender KodiSmit-McPhee BenMendelsohn JohnMaclean"
29463,krush groove,"Drama, Music, Romance",MichaelSchultz,BlairUnderwood,JosephSimmons,DarrylMcDaniels,"Russell Walker is a young, successful manager of rap performers, handling act for the Krush Groove label, including Run-DMC and The Fat Boys. When Run-D.M.C. ha a hit record and Russell need more money to press more copies, he borrows it from a street hustler and soon regret his decision. Drama Music Romance BlairUnderwood JosephSimmons DarrylMcDaniels MichaelSchultz"
18065,next day air,"Action, Comedy, Crime",BennyBoom,DonaldFaison,MikeEpps,WoodHarris,"Two inept criminal are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of event that change ten people's life forever. Action Comedy Crime duringcreditsstinger DonaldFaison MikeEpps WoodHarris BennyBoom"
22013,elmer gantry,Drama,RichardBrooks,BurtLancaster,JeanSimmons,ArthurKennedy,An ex-football player becomes a popular evangelist in the 1920s Midwest. Drama evangelist revivalism BurtLancaster JeanSimmons ArthurKennedy RichardBrooks
821,judgment at nuremberg,"Drama, History",StanleyKramer,SpencerTracy,BurtLancaster,RichardWidmark,"In 1947, four German judge who served on the bench during the Nazi regime face a military tribunal to answer charge of crime against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner. Drama History judge concentrationcamp worldwarii nazi courtcase nationalsocialism nationalsocialistparty nurembergtrials rightandjustice trial SpencerTracy BurtLancaster RichardWidmark StanleyKramer"
53862,trippin',"Comedy, Romance",DavidRaynr,DeonRichmond,DonaldFaison,GuyTorry,"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success a a poet, a student, a lover. His mom want him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, try to inspire him, too. He finally figure out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he want romance and a prom date. So, he tell a few lie and, for awhile, it seems to be working. Then, thing fall apart and Greg ha to figure out how to put the trippin aside and get real. Comedy Romance highschool prom DeonRichmond DonaldFaison GuyTorry DavidRaynr"
3089,red river,Western,HowardHawks ArthurRosson,JohnWayne,MontgomeryClift,JoanneDru,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turn against him. Western texas dangerous kansa cattledrive revenge cattle adoptedchild cattleempire JohnWayne MontgomeryClift JoanneDru HowardHawks ArthurRosson"
30139,phat girlz,"Comedy, Romance",NnegestLikké,Mo'Nique,JimmyJean-Louis,Godfrey,Two plus-sized lady meet the men of their dream in the most unexpected of ways. Comedy Romance womandirector Mo'Nique JimmyJean-Louis Godfrey NnegestLikké
132344,before midnight,"Romance, Drama",RichardLinklater,EthanHawke,JulieDelpy,SeamusDavey-Fitzpatrick,We meet Jesse and Celine nine year on in Greece. Almost two decade have passed since their first meeting on that train bound for Vienna. Romance Drama hotel airport hotelroom greece dream greek friend author writer summervacation twin EthanHawke JulieDelpy SeamusDavey-Fitzpatrick RichardLinklater
15582,teen wolf too,"Comedy, Fantasy, Family",ChristopherLeitch,JasonBateman,KimDarby,JohnAstin,"Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he ha inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he find both his physical agility and his popularity skyrocketing -- but at what cost? Comedy Fantasy Family werewolf teenager JasonBateman KimDarby JohnAstin ChristopherLeitch"
15158,phantasm ii,"Action, Horror, ScienceFiction, Thriller",DonCoscarelli,JamesLeGros,ReggieBannister,AngusScrimm,"Mike, after his release from a psychiatric hospital, team up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl ha also become part of Mike's dreams, and they must find her before the Tall Man does. Action Horror ScienceFiction Thriller portal undertaker evil tallman sentinals JamesLeGros ReggieBannister AngusScrimm DonCoscarelli"
44634,woman thou art loosed,Drama,MichaelSchultz,KimberlyElise,LorettaDevine,DebbiMorgan,"An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to term with her legacy of abuse, addiction and poverty. Drama independentfilm KimberlyElise LorettaDevine DebbiMorgan MichaelSchultz"
30309,real women have curves,"Comedy, Drama",PatriciaCardoso,AmericaFerrera,LupeOntiveros,IngridOliu,"There's more to Ana Garcia than meet the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she make this summer will change her life. At home, she is bound to a mother who want her to become someone she's not. But at school, she's encouraged by a teacher who see her potential and adored by a boyfriend who love her for who she is. Right now, Ana may be making clothes for le shapely women. But she's about to discover that real woman take chances, have flaws, embrace life, and above all, have curves! Comedy Drama independentfilm womandirector AmericaFerrera LupeOntiveros IngridOliu PatriciaCardoso"
7509,water,"Drama, Foreign, Romance",DeepaMehta,LisaRay,Sarala,JohnAbraham,"The film examines the plight of a group of widow forced into poverty at a temple in the holy city of Varanasi. It focus on a relationship between one of the widows, who want to escape the social restriction imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi. Drama Foreign Romance siteofpilgrimage widow varanasi hinduism childbride mahatmagandhi womandirector LisaRay Sarala JohnAbraham DeepaMehta"
10557,east is east,Comedy,DamienO'Donnell,OmPuri,LindaBassett,IanAspinall,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves a British and start to reject their father's rule on dress, food, religion, and living in general. Comedy islam hippie fathersonrelationship muslim jealousy tradition cultureclash religiouseducation modernsociety pakistani daughter faith integration culturaldifference OmPuri LindaBassett IanAspinall DamienO'Donnell"
23531,whipped,"Comedy, Romance",PeterM.Cohen,AmandaPeet,BrianVanHolt,JonathanAbrahams,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman. Comedy Romance independentfilm diner dating masturbation AmandaPeet BrianVanHolt JonathanAbrahams PeterM.Cohen"
28005,kama sutra - a tale of love,"Drama, History, Romance",MiraNair,IndiraVarma,SaritaChoudhury,RamonTikaram,"Tara and Maya are two inseparable friend in India. Their tastes, habits, and hobby are the same. Years later, the two have matured, but have maintained their friendship. Tara get married to the local prince, Raj Singh, who soon succeeds the throne a the sole heir. After the marriage, Raj get bored of Tara and start seeking another female to satisfy his sexual needs. He notice Maya and is instantly attracted to her. He ha her included a one of his courtesans, and is intimate with her. Watch what happens when Tara find out and the extent she will go to keep her marriage intact. Drama History Romance poetry eroticism womandirector IndiraVarma SaritaChoudhury RamonTikaram MiraNair"
40247,please give,"Comedy, Drama",NicoleHolofcener,RebeccaHall,CatherineKeener,AmandaPeet,"In New York City, a husband and wife butt head with the granddaughter of the elderly woman who life in the apartment the couple owns. Comedy Drama suicide newyork infidelity cancer independentfilm neighbor apartment womandirector RebeccaHall CatherineKeener AmandaPeet NicoleHolofcener"
252,willy wonka & the chocolate factory,"Family, Fantasy",MelStuart,GeneWilder,JackAlbertson,PeterOstrum,Eccentric candy man Willy Wonka prompt a worldwide frenzy when he announces that golden ticket hidden inside five of his delicious candy bar will admit their lucky holder into his top-secret confectionary. But doe Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers? Family Fantasy chocolate factoryworker basedonnovel candy tvaddictedperson overweightchild grandfathergrandsonrelationship factory musical single teacher GeneWilder JackAlbertson PeterOstrum MelStuart
24126,warlock: the armageddon,"Fantasy, Horror, ScienceFiction",AnthonyHickox,JulianSands,ChrisYoung,PaulaMarshall,"Every six hundred years, a great evil ha the opportunity to escape and unleash Armageddon. A group of five stone ha the power to either free the evil, or banish it for another six hundred years. An order of Druids battle with a Warlock determined to unleash his father upon the world. Fantasy Horror ScienceFiction armageddon warlock JulianSands ChrisYoung PaulaMarshall AnthonyHickox"
